customer_id,tenure_months,monthly_charges,total_charges,support_calls_6m,late_payments_12m,extra_services,contract,internet_service,payment_method,paperless_billing,senior_citizen,has_dependents,churned
C003280,27,46.26,1195.41,0,0,4,One year,DSL,Post,True,False,True,0
C003281,9,27.57,258.83,1,0,0,Two year,None,Electronic cheque,True,False,False,0
C003282,20,17.68,341.08,0,1,3,Month-to-month,None,Bank transfer,False,False,False,0
C003283,26,93.74,2458.59,2,0,3,Two year,Fibre optic,Bank transfer,True,False,False,0
C003284,9,15.0,134.58,2,0,2,Month-to-month,None,Electronic cheque,True,False,False,1
C003285,12,71.67,856.74,0,0,5,One year,Fibre optic,Post,True,False,False,0
C003286,6,75.96,449.45,0,0,1,One year,Fibre optic,Bank transfer,False,False,True,1
C003287,28,25.47,697.97,0,0,1,Month-to-month,None,Bank transfer,False,False,False,0
C003288,24,73.05,1792.88,2,0,1,One year,Fibre optic,Credit card,False,True,False,0
C003289,25,85.61,1982.07,2,1,2,Month-to-month,Fibre optic,Post,False,False,False,1
C003290,13,47.99,643.13,0,0,3,Month-to-month,DSL,Post,False,True,True,0
C003291,23,105.3,2390.34,0,1,0,One year,Fibre optic,Post,True,False,False,0
C003292,14,83.13,1171.4,0,0,1,Month-to-month,DSL,Electronic cheque,True,False,False,1
C003293,44,57.61,2586.03,0,0,0,One year,DSL,Post,True,False,False,0
C003294,16,82.45,1370.9,0,1,4,Month-to-month,Fibre optic,Post,True,False,False,0
C003295,32,74.76,2339.02,2,1,4,Month-to-month,Fibre optic,Post,False,False,False,0
C003296,13,65.83,844.76,0,0,3,One year,DSL,Credit card,True,False,True,1
C003297,38,51.8,1875.45,0,0,2,Month-to-month,DSL,Credit card,True,False,True,0
C003298,8,23.66,191.46,1,1,4,Two year,None,Electronic cheque,True,False,True,0
C003299,22,65.64,1532.32,1,0,0,Two year,Fibre optic,Credit card,True,True,True,0
C003300,10,84.26,829.13,0,2,4,Month-to-month,Fibre optic,Credit card,False,False,True,0
C003301,19,15.0,282.94,1,0,5,Month-to-month,None,Electronic cheque,True,False,True,0
C003302,10,27.59,279.85,0,0,2,Month-to-month,None,Post,False,False,False,0
C003303,16,59.24,,1,0,4,One year,DSL,Electronic cheque,True,True,True,0
C003304,12,70.66,868.41,2,0,2,Month-to-month,Fibre optic,Bank transfer,True,False,False,1
C003305,25,43.4,1083.51,1,0,2,Two year,DSL,Electronic cheque,True,False,False,0
C003306,22,41.37,936.93,1,0,3,Two year,Fibre optic,Bank transfer,True,True,True,0
C003307,9,52.56,466.46,1,1,1,Month-to-month,Fibre optic,Credit card,False,False,True,0
C003308,9,60.42,545.36,2,0,5,One year,DSL,Bank transfer,False,False,True,0
C003309,8,87.65,681.1,3,1,2,Month-to-month,Fibre optic,Electronic cheque,True,False,True,1
C003310,6,60.23,354.38,2,0,3,Month-to-month,DSL,Credit card,True,False,False,0
C003311,27,102.53,2777.79,1,0,0,Month-to-month,Fibre optic,Electronic cheque,False,False,False,1
C003312,7,42.1,294.72,3,2,5,One year,DSL,Electronic cheque,False,False,False,1
C003313,20,16.09,331.28,0,0,2,Month-to-month,None,Electronic cheque,True,False,False,1
C003314,11,70.9,787.74,3,1,1,Two year,Fibre optic,Bank transfer,True,False,False,1
C003315,31,104.07,3214.72,0,0,1,Month-to-month,DSL,Bank transfer,True,False,True,1
C003316,51,89.23,4486.4,1,2,0,One year,Fibre optic,Electronic cheque,True,False,False,0
C003317,0,67.73,68.04,2,0,1,Two year,DSL,Bank transfer,True,False,True,0
C003318,8,93.4,768.19,0,0,3,One year,Fibre optic,Electronic cheque,False,False,False,1
C003319,11,51.65,556.62,3,1,5,Month-to-month,Fibre optic,Electronic cheque,False,True,True,1
C003320,14,72.69,1102.22,0,2,2,Month-to-month,DSL,Credit card,False,False,True,1
C003321,13,31.82,396.81,0,1,0,Month-to-month,DSL,Electronic cheque,False,False,True,1
C003322,5,61.88,301.89,0,0,3,Month-to-month,DSL,Post,True,False,False,1
C003323,52,124.7,6394.6,2,0,5,Two year,Fibre optic,Electronic cheque,False,False,False,1
C003324,13,75.37,1007.34,0,1,0,Month-to-month,Fibre optic,Bank transfer,False,False,False,0
C003325,22,41.82,960.34,1,1,5,Month-to-month,DSL,Bank transfer,False,False,True,1
C003326,23,42.85,975.69,0,0,2,One year,DSL,Post,True,False,True,0
C003327,4,26.37,102.73,1,1,3,Month-to-month,None,Post,False,False,True,0
C003328,12,65.31,762.4,0,2,5,Two year,DSL,Credit card,True,False,False,0
C003329,27,65.51,1819.5,0,0,5,Month-to-month,DSL,Post,True,False,False,0
C003330,40,49.48,1906.43,1,0,1,Month-to-month,Fibre optic,Electronic cheque,True,True,True,0
C003331,12,84.8,1026.72,0,0,3,One year,DSL,Bank transfer,True,False,False,0
C003332,5,15.0,75.88,0,1,5,Month-to-month,None,Electronic cheque,True,False,False,1
C003333,10,59.74,603.64,1,0,2,Two year,DSL,Credit card,False,False,True,0
C003334,12,26.21,307.1,1,0,3,Month-to-month,None,Electronic cheque,True,True,True,0
C003335,12,102.47,1183.41,0,0,3,Month-to-month,Fibre optic,Post,True,False,False,0
C003336,8,63.45,507.64,0,0,4,Month-to-month,DSL,Electronic cheque,False,False,True,1
C003337,4,111.43,454.02,1,0,2,Month-to-month,Fibre optic,Electronic cheque,False,True,True,1
C003338,6,15.0,89.0,0,0,2,One year,None,Electronic cheque,False,False,False,0
C003339,10,83.06,846.47,2,0,1,Month-to-month,Fibre optic,Electronic cheque,True,False,False,1
C003340,26,47.64,1233.2,0,0,2,One year,DSL,Electronic cheque,True,False,True,0
C003341,34,15.0,519.21,2,1,0,Two year,None,Bank transfer,True,False,True,0
C003342,17,52.01,856.42,0,1,2,Month-to-month,DSL,Post,False,False,True,0
C003343,6,75.79,451.7,1,0,1,One year,DSL,Electronic cheque,True,True,False,1
C003344,10,52.49,551.75,0,0,4,Month-to-month,DSL,Electronic cheque,True,False,True,0
C003345,2,15.0,29.47,0,0,1,Two year,None,Post,True,False,True,0
C003346,40,46.37,1874.8,0,0,0,Month-to-month,DSL,Credit card,True,False,False,0
C003347,9,74.56,670.51,1,3,3,One year,DSL,,True,False,True,1
C003348,21,17.65,365.0,1,0,2,Month-to-month,None,Credit card,True,False,False,0
C003349,32,43.85,1438.18,2,0,2,Month-to-month,Fibre optic,Post,True,False,True,0
C003350,48,64.85,3049.66,1,2,0,Month-to-month,DSL,Electronic cheque,False,False,False,0
C003351,28,87.36,2525.95,1,0,4,Month-to-month,Fibre optic,Electronic cheque,True,False,True,0
C003352,11,65.23,732.9,0,1,4,Two year,DSL,Post,True,False,True,0
C003353,23,103.33,2278.35,0,0,2,Month-to-month,Fibre optic,Post,False,False,False,1
C003354,47,71.62,3447.23,0,0,0,Two year,DSL,Electronic cheque,False,False,False,0
C003355,9,79.27,715.72,0,1,0,Month-to-month,Fibre optic,Post,True,False,True,0
C003356,4,54.72,211.82,3,0,2,Month-to-month,Fibre optic,Post,True,False,True,0
C003357,8,40.23,316.67,3,2,3,Month-to-month,DSL,Electronic cheque,False,True,False,1
C003358,22,57.43,1232.43,0,1,1,Month-to-month,DSL,Electronic cheque,False,False,False,0
C003359,12,56.84,689.21,3,1,4,Two year,Fibre optic,Post,True,False,False,0
C003360,15,78.38,1243.68,0,0,1,Month-to-month,Fibre optic,Post,True,False,False,0
C003361,25,110.58,2762.89,3,0,1,Two year,Fibre optic,Electronic cheque,True,False,False,0
C003362,8,91.17,717.48,1,0,0,Month-to-month,Fibre optic,Credit card,False,False,True,0
C003363,14,15.0,209.87,1,1,1,Month-to-month,None,Bank transfer,False,False,False,1
C003364,10,18.92,188.53,0,0,4,Month-to-month,None,Bank transfer,True,False,True,0
C003365,46,15.0,701.34,0,2,2,One year,None,Bank transfer,False,False,False,0
C003366,28,80.35,2220.28,1,0,1,Month-to-month,Fibre optic,,True,False,True,1
C003367,12,68.97,755.37,2,0,0,Two year,DSL,Electronic cheque,False,False,False,0
C003368,11,98.09,1082.01,2,0,3,Month-to-month,Fibre optic,Credit card,True,False,False,1
C003369,49,63.34,3075.3,1,1,2,Month-to-month,DSL,Bank transfer,True,True,False,1
C003370,46,64.05,2849.03,0,1,5,One year,DSL,Electronic cheque,True,False,False,0
C003371,22,69.06,1507.21,0,2,4,One year,DSL,Bank transfer,False,True,True,0
C003372,15,75.78,1178.61,0,0,3,Two year,Fibre optic,Electronic cheque,True,False,False,0
C003373,5,105.39,513.2,0,1,3,Month-to-month,Fibre optic,Post,True,False,True,1
C003374,8,69.03,550.16,1,0,3,One year,Fibre optic,Post,False,True,False,0
C003375,5,26.18,129.18,1,0,2,Month-to-month,DSL,Bank transfer,True,False,False,0
C003376,33,37.4,1182.97,0,0,0,Two year,None,Electronic cheque,True,True,False,1
C003377,5,76.33,384.58,1,1,0,Month-to-month,Fibre optic,Credit card,True,False,True,1
C003378,11,45.96,504.59,0,0,4,Two year,DSL,Electronic cheque,True,False,False,1
C003379,2,47.1,100.59,0,1,4,Month-to-month,DSL,Credit card,True,False,False,1
C003380,4,57.07,233.12,1,1,1,One year,DSL,Credit card,False,False,False,0
C003381,25,28.09,719.47,0,1,3,Two year,None,Electronic cheque,True,False,False,0
C003382,20,70.67,1377.97,1,0,2,Two year,DSL,Electronic cheque,False,False,False,0
C003383,16,23.83,389.78,2,0,3,Month-to-month,None,Electronic cheque,True,False,False,0
C003384,11,67.43,754.05,0,0,2,Month-to-month,DSL,Bank transfer,False,False,False,1
C003385,3,78.73,219.05,3,0,3,Two year,Fibre optic,Bank transfer,True,False,True,0
C003386,10,72.79,752.58,0,0,1,One year,DSL,Electronic cheque,False,True,False,1
C003387,14,85.97,1199.56,1,0,4,One year,Fibre optic,Electronic cheque,False,False,False,0
C003388,24,103.19,2409.62,0,1,0,Month-to-month,Fibre optic,Credit card,False,False,False,0
C003389,32,76.86,2451.83,2,1,5,Month-to-month,DSL,Electronic cheque,True,False,True,0
C003390,26,30.92,788.95,0,0,3,Month-to-month,None,Post,True,True,True,0
C003391,19,78.53,1507.22,0,1,2,One year,Fibre optic,Credit card,True,True,False,0
C003392,16,32.75,517.75,1,1,5,Month-to-month,DSL,Credit card,True,False,False,0
C003393,18,95.26,1802.97,3,0,4,Month-to-month,Fibre optic,Electronic cheque,True,False,False,1
C003394,10,59.89,629.82,0,0,0,Two year,DSL,Electronic cheque,True,False,False,0
C003395,17,25.08,429.61,0,0,5,Month-to-month,None,Electronic cheque,True,False,False,0
C003396,14,80.44,1145.47,0,0,2,Two year,Fibre optic,Electronic cheque,False,False,False,0
C003397,62,63.53,4138.76,0,0,2,Month-to-month,DSL,Credit card,True,False,False,0
C003398,18,62.87,1120.56,1,2,2,Month-to-month,DSL,Bank transfer,False,False,True,1
C003399,2,48.35,96.19,0,0,1,Month-to-month,DSL,Bank transfer,True,True,False,1
C003400,11,22.56,252.68,2,0,0,Month-to-month,None,Bank transfer,True,True,True,0
C003401,12,39.6,474.45,0,1,0,One year,DSL,Bank transfer,True,False,True,0
C003402,28,52.46,1480.67,1,1,1,Month-to-month,DSL,Post,True,False,False,0
C003403,20,21.97,435.02,0,0,4,Month-to-month,None,Electronic cheque,True,False,False,0
C003404,19,71.73,1322.62,1,0,2,Month-to-month,DSL,Electronic cheque,True,False,False,1
C003405,37,68.76,2466.92,1,0,4,One year,DSL,Credit card,True,False,False,0
C003406,46,63.62,3031.0,2,1,4,Two year,Fibre optic,Electronic cheque,True,False,False,0
C003407,25,71.63,1811.89,0,1,1,Month-to-month,DSL,,True,False,False,0
C003408,12,26.14,322.25,0,0,0,Month-to-month,None,Credit card,True,False,False,0
C003409,12,100.39,1172.2,1,1,3,Month-to-month,Fibre optic,Credit card,False,False,True,1
C003410,34,73.21,2524.1,2,0,2,One year,DSL,Post,False,False,False,0
C003411,12,53.76,656.96,0,0,3,Month-to-month,Fibre optic,Credit card,True,True,False,0
C003412,15,38.61,567.99,0,0,2,Month-to-month,DSL,Post,True,False,False,1
C003413,11,63.23,685.52,2,0,4,One year,Fibre optic,Bank transfer,False,True,True,0
C003414,6,123.85,775.81,1,0,5,Month-to-month,Fibre optic,Post,False,True,False,1
C003415,59,77.07,4519.66,1,0,1,One year,Fibre optic,Bank transfer,True,False,False,0
C003416,15,61.33,939.82,2,0,5,Month-to-month,Fibre optic,Electronic cheque,True,False,False,1
C003417,41,125.33,5011.19,1,0,4,Two year,Fibre optic,Credit card,True,False,True,0
C003418,12,51.88,649.59,0,0,5,Month-to-month,DSL,Electronic cheque,True,False,False,0
C003419,9,24.75,220.27,0,0,1,Month-to-month,None,Bank transfer,False,True,False,0
C003420,24,60.33,1441.45,0,1,2,Month-to-month,DSL,Electronic cheque,True,False,True,1
C003421,32,36.09,1171.63,1,1,5,Month-to-month,None,Electronic cheque,False,False,True,0
C003422,33,85.82,3070.79,3,1,1,One year,Fibre optic,Credit card,False,False,False,0
C003423,13,49.76,637.61,1,1,5,Month-to-month,DSL,Electronic cheque,True,True,True,1
C003424,26,76.27,1986.56,0,1,0,Month-to-month,Fibre optic,Post,True,False,False,1
C003425,10,40.37,419.19,0,1,3,One year,None,Electronic cheque,True,False,True,0
C003426,16,15.12,,0,0,5,Month-to-month,None,Bank transfer,True,False,False,0
C003427,12,91.0,1095.73,2,1,3,One year,Fibre optic,Post,True,False,True,0
C003428,11,74.86,876.88,1,0,1,One year,Fibre optic,Electronic cheque,True,False,False,1
C003429,17,80.89,1430.48,3,1,3,Month-to-month,Fibre optic,Credit card,False,False,True,1
C003430,6,55.84,,5,0,4,One year,DSL,Post,True,False,False,1
C003431,30,115.24,3401.25,0,0,2,Two year,Fibre optic,Electronic cheque,True,True,True,0
C003432,11,69.01,780.6,0,0,1,Two year,DSL,Electronic cheque,False,False,False,0
C003433,29,21.25,618.7,1,0,3,Month-to-month,None,Credit card,False,False,False,0
C003434,7,79.37,,2,0,1,Month-to-month,Fibre optic,Post,False,False,False,0
C003435,11,55.76,614.61,2,0,1,Two year,Fibre optic,Credit card,False,False,False,0
C003436,6,52.2,320.71,1,2,3,One year,Fibre optic,Electronic cheque,True,False,False,1
C003437,6,48.95,294.77,3,0,0,Month-to-month,DSL,Electronic cheque,True,False,True,0
C003438,8,60.48,472.77,1,2,3,Month-to-month,DSL,Electronic cheque,False,False,False,1
C003439,7,52.97,362.46,0,0,1,One year,DSL,Bank transfer,False,False,True,0
C003440,6,63.78,370.32,0,2,1,One year,DSL,Electronic cheque,True,True,False,1
C003441,16,54.48,873.8,2,0,1,Two year,DSL,Credit card,False,False,False,0
C003442,24,98.72,2419.69,0,1,2,Two year,Fibre optic,Bank transfer,True,False,True,0
C003443,24,84.49,2099.97,1,0,2,Month-to-month,Fibre optic,Electronic cheque,True,False,True,1
C003444,3,57.06,174.06,0,1,2,One year,Fibre optic,Credit card,False,False,True,0
C003445,12,17.83,215.97,1,0,3,Month-to-month,None,Credit card,True,False,False,0
C003446,11,15.47,176.44,1,0,5,Month-to-month,None,Credit card,True,False,False,0
C003447,38,63.46,2315.55,0,0,1,Month-to-month,DSL,Credit card,True,False,True,0
C003448,13,65.51,866.91,1,0,3,Two year,Fibre optic,Bank transfer,True,True,False,0
C003449,15,24.97,380.26,1,0,3,Month-to-month,None,Electronic cheque,True,True,False,1
C003450,4,41.15,159.14,1,1,1,Month-to-month,DSL,Post,True,False,False,1
C003451,8,42.42,320.98,0,0,2,Month-to-month,Fibre optic,Electronic cheque,False,False,False,0
C003452,4,19.68,78.72,0,0,0,Month-to-month,None,Credit card,False,False,True,1
C003453,16,103.92,1699.2,3,0,3,Month-to-month,Fibre optic,Credit card,False,True,False,1
C003454,39,15.0,562.3,1,1,5,Month-to-month,None,Credit card,False,True,False,0
C003455,8,15.12,118.79,0,0,0,Month-to-month,None,Credit card,False,False,False,0
C003456,13,40.87,531.18,0,0,1,Month-to-month,DSL,Bank transfer,False,False,False,1
C003457,7,93.47,675.48,1,1,2,Two year,Fibre optic,Credit card,True,False,False,1
C003458,9,30.59,279.25,0,0,5,One year,None,Post,True,True,True,0
C003459,17,37.74,650.39,1,0,5,Two year,DSL,Credit card,False,False,False,0
C003460,51,53.56,2712.39,1,0,1,Month-to-month,DSL,Bank transfer,True,False,False,0
C003461,37,62.96,2437.44,0,0,3,Month-to-month,DSL,Bank transfer,True,False,False,1
C003462,45,77.26,3522.57,1,0,2,Month-to-month,Fibre optic,Post,False,False,False,0
C003463,29,65.82,1879.26,0,1,4,Two year,Fibre optic,Electronic cheque,True,False,False,0
C003464,13,28.91,371.33,1,1,3,Month-to-month,None,Credit card,True,False,True,1
C003465,11,63.69,698.29,0,1,5,Month-to-month,DSL,Credit card,False,False,False,0
C003466,8,51.49,408.75,1,0,3,Two year,Fibre optic,Electronic cheque,False,False,False,1
C003467,13,68.7,848.1,1,1,0,Two year,DSL,Electronic cheque,False,False,False,0
C003468,39,21.63,830.54,1,0,0,Month-to-month,None,Electronic cheque,False,False,False,0
C003469,39,56.85,2249.54,1,1,2,One year,Fibre optic,Credit card,False,False,True,0
C003470,64,71.45,4467.77,1,0,1,Month-to-month,Fibre optic,Post,True,True,True,1
C003471,18,47.6,860.2,0,0,3,Month-to-month,DSL,Electronic cheque,False,True,False,0
C003472,5,56.99,275.59,1,0,4,Month-to-month,DSL,Electronic cheque,True,False,True,0
C003473,22,41.81,861.31,0,1,0,Two year,DSL,Bank transfer,False,False,False,1
C003474,51,15.0,758.38,1,0,3,Month-to-month,None,Credit card,True,False,False,0
C003475,43,75.26,3256.91,2,1,5,One year,DSL,Credit card,True,False,False,0
C003476,10,15.55,153.11,1,1,5,Month-to-month,None,Credit card,False,False,False,0
C003477,6,55.84,325.1,1,1,4,One year,DSL,Bank transfer,True,False,False,0
C003478,5,93.27,475.36,4,1,4,One year,Fibre optic,Electronic cheque,False,False,False,0
C003479,9,73.05,656.89,1,0,1,One year,DSL,Electronic cheque,True,False,True,0
C003480,10,77.84,793.51,1,0,5,Two year,DSL,Electronic cheque,True,False,False,0
C003481,12,117.35,1488.56,2,0,1,One year,Fibre optic,Electronic cheque,True,False,False,1
C003482,25,85.3,2162.42,1,0,3,One year,Fibre optic,Post,False,False,True,0
C003483,12,79.11,962.89,2,0,2,Month-to-month,Fibre optic,Bank transfer,True,False,True,1
C003484,16,96.52,1511.24,1,0,2,Two year,Fibre optic,Electronic cheque,True,False,True,0
C003485,4,58.69,234.61,4,0,2,Month-to-month,DSL,Electronic cheque,False,False,False,1
C003486,8,83.48,643.11,4,1,4,Month-to-month,Fibre optic,Credit card,True,False,True,0
C003487,8,93.73,727.57,3,0,4,Month-to-month,Fibre optic,Credit card,False,False,False,1
C003488,3,49.18,148.83,0,0,2,Month-to-month,DSL,Electronic cheque,True,False,False,1
C003489,11,70.62,769.82,1,1,3,One year,Fibre optic,Electronic cheque,True,False,False,1
C003490,4,64.85,254.84,1,0,4,Month-to-month,DSL,Post,False,True,False,0
C003491,11,70.31,776.32,0,0,4,Month-to-month,DSL,Electronic cheque,False,False,False,1
C003492,17,80.86,1351.84,1,0,1,Two year,DSL,Electronic cheque,False,False,False,0
C003493,40,89.97,,4,0,1,Two year,Fibre optic,Post,True,False,True,0
C003494,7,55.98,395.28,0,1,0,Month-to-month,DSL,Electronic cheque,False,False,False,0
C003495,16,24.79,391.06,2,0,3,Two year,None,Credit card,True,False,False,0
C003496,9,59.33,518.85,2,1,2,Month-to-month,Fibre optic,Bank transfer,True,False,False,0
C003497,3,77.87,242.37,0,1,0,Month-to-month,DSL,Bank transfer,False,False,True,1
C003498,40,83.66,3541.07,3,1,1,Two year,Fibre optic,Credit card,True,False,False,1
C003499,17,54.8,931.59,0,1,1,One year,DSL,Bank transfer,False,False,True,0
C003500,22,44.45,972.99,0,0,2,One year,DSL,Electronic cheque,False,False,False,0
C003501,44,15.0,660.71,1,1,1,Month-to-month,None,Post,False,False,False,0
C003502,11,84.7,912.3,1,1,2,Month-to-month,Fibre optic,Electronic cheque,True,False,True,1
C003503,5,56.68,293.27,1,0,0,Month-to-month,DSL,Post,False,False,False,1
C003504,7,34.64,249.36,1,0,1,Two year,None,Post,False,False,False,0
C003505,4,20.08,79.2,0,0,1,Month-to-month,None,Electronic cheque,True,True,False,0
C003506,33,94.52,3088.32,1,4,5,Month-to-month,Fibre optic,Bank transfer,True,False,False,1
C003507,53,79.09,4239.89,3,0,3,Month-to-month,Fibre optic,Bank transfer,False,True,False,1
C003508,17,100.86,1775.21,3,0,4,One year,Fibre optic,Credit card,True,False,False,0
C003509,25,81.02,2052.19,0,2,0,Month-to-month,Fibre optic,Bank transfer,True,False,True,1
C003510,30,64.93,1981.16,2,0,5,One year,Fibre optic,Credit card,True,False,False,1
C003511,46,21.19,987.14,0,0,0,Month-to-month,None,Post,False,False,False,0
C003512,51,107.27,5505.15,1,3,2,Month-to-month,Fibre optic,Post,False,False,True,0
C003513,2,72.05,145.77,0,2,5,Month-to-month,DSL,Electronic cheque,False,False,False,0
C003514,9,34.35,316.57,0,1,2,Month-to-month,DSL,Electronic cheque,False,True,False,0
C003515,15,79.12,1198.66,1,0,0,One year,Fibre optic,Post,True,False,False,1
C003516,8,50.9,404.78,0,0,3,Two year,DSL,Post,False,False,False,0
C003517,12,48.2,619.5,0,0,2,Month-to-month,DSL,Post,False,False,False,0
C003518,21,100.69,2014.62,2,0,0,Month-to-month,Fibre optic,Electronic cheque,True,False,False,1
C003519,20,15.0,308.06,3,0,4,Month-to-month,None,Electronic cheque,False,True,False,0
C003520,29,64.05,1831.07,1,1,3,Two year,DSL,Credit card,False,False,True,0
C003521,16,33.85,515.02,1,0,0,Two year,DSL,Credit card,False,False,False,0
C003522,1,22.09,20.74,0,1,5,One year,None,Bank transfer,True,False,True,0
C003523,11,66.98,732.79,1,1,2,Month-to-month,Fibre optic,Credit card,True,False,True,1
C003524,19,72.96,1471.68,1,2,4,Month-to-month,Fibre optic,Electronic cheque,True,False,False,1
C003525,31,96.91,3170.19,0,0,5,Two year,Fibre optic,Electronic cheque,True,False,False,0
C003526,28,82.11,2261.2,1,1,5,Month-to-month,Fibre optic,Credit card,False,False,False,1
C003527,14,40.1,551.47,2,0,2,One year,DSL,Electronic cheque,True,False,True,0
C003528,9,79.24,704.96,2,2,1,Two year,Fibre optic,Credit card,True,False,False,1
C003529,15,116.44,1758.09,3,0,4,One year,Fibre optic,Credit card,False,False,False,0
C003530,3,41.91,133.06,0,1,0,One year,DSL,Bank transfer,True,False,True,0
C003531,10,62.4,642.08,1,0,0,Month-to-month,DSL,Electronic cheque,False,False,False,1
C003532,35,68.56,2447.58,2,0,4,Two year,Fibre optic,Electronic cheque,True,True,True,0
C003533,14,76.76,1083.37,1,0,1,Month-to-month,Fibre optic,Bank transfer,True,True,False,0
C003534,20,117.43,2214.81,2,1,4,Two year,Fibre optic,Bank transfer,False,False,False,0
C003535,4,100.16,377.61,0,1,2,Month-to-month,Fibre optic,Bank transfer,False,False,False,1
C003536,30,111.35,3264.41,2,1,1,One year,Fibre optic,Electronic cheque,True,False,False,1
C003537,13,30.58,383.17,4,0,3,Two year,DSL,Electronic cheque,True,True,False,0
C003538,19,34.41,621.41,1,0,3,One year,None,Credit card,False,False,False,0
C003539,23,29.37,695.24,0,0,1,Month-to-month,None,Post,False,False,False,1
C003540,30,92.64,2760.6,0,1,2,Month-to-month,DSL,Electronic cheque,False,False,False,1
C003541,17,75.6,1252.66,1,4,2,Two year,Fibre optic,Electronic cheque,True,False,True,1
C003542,14,49.79,670.31,2,1,3,One year,DSL,Electronic cheque,False,False,True,0
C003543,5,20.47,104.63,0,0,3,Month-to-month,None,Post,True,True,False,0
C003544,4,96.53,385.5,0,1,5,Two year,Fibre optic,Bank transfer,True,False,False,0
C003545,17,87.44,1420.65,3,0,5,Two year,Fibre optic,Bank transfer,False,False,False,0
C003546,19,27.2,509.85,2,2,4,Two year,None,Electronic cheque,False,False,True,0
C003547,22,89.53,2080.83,2,0,3,One year,Fibre optic,Electronic cheque,True,False,False,0
C003548,7,76.26,550.35,0,1,3,Two year,DSL,Post,True,False,False,0
C003549,10,88.39,885.49,1,1,3,Two year,Fibre optic,Electronic cheque,False,False,True,1
C003550,17,57.8,993.74,2,0,4,Month-to-month,Fibre optic,Bank transfer,True,False,False,1
C003551,11,73.05,792.87,0,1,2,Two year,DSL,Credit card,False,False,True,0
C003552,67,96.58,6418.7,1,0,4,Month-to-month,Fibre optic,Electronic cheque,True,False,True,1
C003553,9,103.33,898.33,0,1,2,Two year,Fibre optic,Credit card,False,False,False,1
C003554,20,86.3,1690.65,1,0,0,One year,Fibre optic,Post,False,False,False,1
C003555,27,30.13,825.49,0,0,1,One year,None,Bank transfer,True,False,False,0
C003556,28,60.85,1776.87,3,0,4,Month-to-month,Fibre optic,Credit card,True,False,True,1
C003557,10,106.0,1071.15,2,2,1,Month-to-month,Fibre optic,Electronic cheque,False,False,True,1
C003558,23,93.87,2222.17,3,0,5,Month-to-month,Fibre optic,Credit card,False,False,False,1
C003559,21,68.67,1353.17,1,1,4,One year,DSL,Electronic cheque,False,False,True,0
C003560,23,63.65,1485.11,2,1,0,Two year,DSL,Post,True,False,False,1
C003561,17,31.19,535.61,0,1,5,Month-to-month,None,Bank transfer,True,False,False,0
C003562,27,64.96,1713.18,3,0,3,Month-to-month,Fibre optic,Bank transfer,True,False,False,1
C003563,18,89.55,1608.81,1,0,3,One year,Fibre optic,Electronic cheque,False,True,False,0
C003564,5,64.65,336.18,2,0,0,Month-to-month,DSL,Post,True,False,True,0
C003565,18,64.48,1175.46,0,1,2,Month-to-month,DSL,Electronic cheque,True,False,False,0
C003566,19,56.67,1066.16,0,0,3,Month-to-month,DSL,Credit card,True,False,False,1
C003567,26,84.13,2307.9,0,0,2,One year,Fibre optic,Credit card,True,False,False,0
C003568,17,40.85,694.97,0,0,3,One year,Fibre optic,Credit card,True,False,True,0
C003569,47,49.96,2454.96,1,0,3,Two year,DSL,Bank transfer,False,False,False,0
C003570,14,66.97,926.69,1,3,1,Month-to-month,Fibre optic,Electronic cheque,True,True,False,1
C003571,10,26.57,266.0,1,1,3,Month-to-month,None,Electronic cheque,True,False,False,0
C003572,38,33.44,1327.3,0,0,0,One year,None,Electronic cheque,False,False,True,0
C003573,14,37.38,507.97,0,0,3,Two year,None,Credit card,False,False,True,0
C003574,16,79.67,1365.32,1,0,1,Month-to-month,Fibre optic,Credit card,False,True,False,1
C003575,19,76.44,1419.74,2,0,4,Two year,Fibre optic,Electronic cheque,False,False,False,0
C003576,18,87.69,1610.26,0,0,4,One year,Fibre optic,Post,False,False,False,0
C003577,23,58.71,1372.12,0,0,3,Two year,DSL,Electronic cheque,False,False,False,0
C003578,25,21.36,516.01,2,3,3,Month-to-month,None,Electronic cheque,False,False,True,1
C003579,9,80.96,695.23,1,1,2,Month-to-month,Fibre optic,Post,True,False,False,1
C003580,6,84.63,488.3,3,1,1,Month-to-month,Fibre optic,Post,True,False,False,0
C003581,6,86.1,513.5,1,1,4,One year,DSL,Electronic cheque,False,False,False,0
C003582,35,24.09,860.54,1,0,5,Two year,DSL,Post,False,False,True,0
C003583,13,15.0,193.35,0,0,1,Month-to-month,None,Post,False,True,True,0
C003584,27,47.24,1254.7,0,2,5,Month-to-month,DSL,Electronic cheque,False,True,False,0
C003585,25,80.14,1965.01,1,0,3,Month-to-month,DSL,Credit card,True,True,False,0
C003586,16,129.03,2051.64,0,1,3,One year,Fibre optic,Electronic cheque,False,False,False,0
C003587,7,84.26,583.74,4,0,0,Two year,Fibre optic,Bank transfer,True,False,False,1
C003588,26,58.5,1500.06,1,0,1,Month-to-month,DSL,Credit card,True,False,False,0
C003589,15,47.35,688.45,1,2,0,One year,DSL,Credit card,True,False,False,1
C003590,5,72.16,351.86,2,0,3,Month-to-month,Fibre optic,Post,False,False,True,1
